,,of  /_v;_v/ prep. ___________________
,,oh  /__/ interj. ___
,,old  /__ld/ adj. ______
,,parent  /'pe_r_nt/ n. _____
,,photo  /'f__t__/ n. __
,,picture  /'p_kt__(r)/ n. _____
,,"see  /si:/ v. (saw /s_:/,seen /si:n/) _____"
,,sister  /'s_st_(r)/ n. ___
,,son  /s_n/ n. __
,,these  /_i:z/ pron. __
,,they  /_e_/ pron. _______
,,those  /___z/ pron. __
,,uncle  /'__kl/ n. ______________
,,well  /wel/ interj. ____
,,who  /hu:/ pron. _____
